	acousticness	analysis_url	danceability	duration_ms	energy	id	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	time_signature	track_href	type	uri	valence	like?
8	0.764	https://api.spotify.com/v1/audio-analysis/438duiec0gQXAN50WW5aaS	0.698	174560	0.48	438duiec0gQXAN50WW5aaS	0.0	6	0.304	-6.162	1	0.0502	113.979	4	https://api.spotify.com/v1/tracks/438duiec0gQXAN50WW5aaS	audio_features	spotify:track:438duiec0gQXAN50WW5aaS	0.679	no
9	0.488	https://api.spotify.com/v1/audio-analysis/4fv9HM6Uefi8RCkz2ZK0Ia	0.444	213813	0.358	4fv9HM6Uefi8RCkz2ZK0Ia	6.08e-05	2	0.091	-8.484	1	0.0304	175.022	4	https://api.spotify.com/v1/tracks/4fv9HM6Uefi8RCkz2ZK0Ia	audio_features	spotify:track:4fv9HM6Uefi8RCkz2ZK0Ia	0.377	no
10	0.902	https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ	0.465	129173	0.27	3QiAAp20rPC3dcAtKtMaqQ	0.00104	4	0.145	-16.661	1	0.0425	94.519	4	https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ	audio_features	spotify:track:3QiAAp20rPC3dcAtKtMaqQ	0.58	no
11	0.777	https://api.spotify.com/v1/audio-analysis/5snVLlkq2g6xMRGWJNgupo	0.153	151867	0.347	5snVLlkq2g6xMRGWJNgupo	1.24e-05	7	0.119	-6.981	1	0.031	76.007	3	https://api.spotify.com/v1/tracks/5snVLlkq2g6xMRGWJNgupo	audio_features	spotify:track:5snVLlkq2g6xMRGWJNgupo	0.166	no
12	0.117	https://api.spotify.com/v1/audio-analysis/7AdDSbsbEBMyg7u0kSDPUr	0.555	129840	0.499	7AdDSbsbEBMyg7u0kSDPUr	1.11e-05	0	0.0592	-5.643	1	0.0249	159.701	3	https://api.spotify.com/v1/tracks/7AdDSbsbEBMyg7u0kSDPUr	audio_features	spotify:track:7AdDSbsbEBMyg7u0kSDPUr	0.846	no
13	0.2	https://api.spotify.com/v1/audio-analysis/3qDrUwFpyRN4MrKSiaRAbk	0.384	205533	0.614	3qDrUwFpyRN4MrKSiaRAbk	0.0	3	0.239	-7.153	1	0.0391	156.23	4	https://api.spotify.com/v1/tracks/3qDrUwFpyRN4MrKSiaRAbk	audio_features	spotify:track:3qDrUwFpyRN4MrKSiaRAbk	0.742	no
14	0.614	https://api.spotify.com/v1/audio-analysis/1msuiw6pnXYfxZ7Edyit9U	0.389	247040	0.343	1msuiw6pnXYfxZ7Edyit9U	0.0	10	0.127	-9.571	1	0.0299	110.314	4	https://api.spotify.com/v1/tracks/1msuiw6pnXYfxZ7Edyit9U	audio_features	spotify:track:1msuiw6pnXYfxZ7Edyit9U	0.112	no
15	0.135	https://api.spotify.com/v1/audio-analysis/2LEYQVLtR0RXIAizv2f1Q0	0.615	201107	0.722	2LEYQVLtR0RXIAizv2f1Q0	0.000235	7	0.0778	-9.93	1	0.0544	146.833	4	https://api.spotify.com/v1/tracks/2LEYQVLtR0RXIAizv2f1Q0	audio_features	spotify:track:2LEYQVLtR0RXIAizv2f1Q0	0.664	no
16	0.143	https://api.spotify.com/v1/audio-analysis/3DzYn4QDEQcyLMD1DQTbYw	0.346	169093	0.802	3DzYn4QDEQcyLMD1DQTbYw	0.0	11	0.207	-5.135	0	0.133	179.547	3	https://api.spotify.com/v1/tracks/3DzYn4QDEQcyLMD1DQTbYw	audio_features	spotify:track:3DzYn4QDEQcyLMD1DQTbYw	0.624	no
17	0.676	https://api.spotify.com/v1/audio-analysis/6xE98wKYt4vZk8j7cctjw8	0.661	131733	0.402	6xE98wKYt4vZk8j7cctjw8	0.0	2	0.0556	-11.954	1	0.0299	119.585	4	https://api.spotify.com/v1/tracks/6xE98wKYt4vZk8j7cctjw8	audio_features	spotify:track:6xE98wKYt4vZk8j7cctjw8	0.822	no
18	0.567	https://api.spotify.com/v1/audio-analysis/4prnA7EHwsZoh0q1o5bWaY	0.263	192200	0.337	4prnA7EHwsZoh0q1o5bWaY	3.23e-06	7	0.301	-9.404	1	0.0277	102.023	4	https://api.spotify.com/v1/tracks/4prnA7EHwsZoh0q1o5bWaY	audio_features	spotify:track:4prnA7EHwsZoh0q1o5bWaY	0.125	no
19	0.652	https://api.spotify.com/v1/audio-analysis/28fuXrmmF9dYWx25dMW9dP	0.676	124520	0.56	28fuXrmmF9dYWx25dMW9dP	0.0	8	0.462	-6.281	1	0.0611	141.285	4	https://api.spotify.com/v1/tracks/28fuXrmmF9dYWx25dMW9dP	audio_features	spotify:track:28fuXrmmF9dYWx25dMW9dP	0.828	no
20	0.937	https://api.spotify.com/v1/audio-analysis/4SLU0Vm12zHv7yazIXT63b	0.222	235493	0.331	4SLU0Vm12zHv7yazIXT63b	0.0	5	0.135	-7.128	1	0.0348	144.628	5	https://api.spotify.com/v1/tracks/4SLU0Vm12zHv7yazIXT63b	audio_features	spotify:track:4SLU0Vm12zHv7yazIXT63b	0.214	no
21	0.81	https://api.spotify.com/v1/audio-analysis/70OrTBlb0RLKNfxWE6fZZM	0.626	251240	0.341	70OrTBlb0RLKNfxWE6fZZM	0.0	7	0.158	-9.491	1	0.0272	97.591	3	https://api.spotify.com/v1/tracks/70OrTBlb0RLKNfxWE6fZZM	audio_features	spotify:track:70OrTBlb0RLKNfxWE6fZZM	0.412	no
22	0.583	https://api.spotify.com/v1/audio-analysis/7AfqTpdtRHEm5qLt3zKtDN	0.576	227040	0.455	7AfqTpdtRHEm5qLt3zKtDN	2.73e-05	7	0.0912	-7.587	1	0.0267	127.856	4	https://api.spotify.com/v1/tracks/7AfqTpdtRHEm5qLt3zKtDN	audio_features	spotify:track:7AfqTpdtRHEm5qLt3zKtDN	0.206	no
23	0.569	https://api.spotify.com/v1/audio-analysis/0la64DF1pXfSU0Ff6EH8Cr	0.73	278000	0.394	0la64DF1pXfSU0Ff6EH8Cr	0.0	4	0.207	-11.818	1	0.0264	102.999	4	https://api.spotify.com/v1/tracks/0la64DF1pXfSU0Ff6EH8Cr	audio_features	spotify:track:0la64DF1pXfSU0Ff6EH8Cr	0.728	no
24	0.616	https://api.spotify.com/v1/audio-analysis/29nlaI47y9QaJ7Hw6MsUpb	0.347	220360	0.315	29nlaI47y9QaJ7Hw6MsUpb	0.0	10	0.163	-9.928	1	0.0287	134.107	4	https://api.spotify.com/v1/tracks/29nlaI47y9QaJ7Hw6MsUpb	audio_features	spotify:track:29nlaI47y9QaJ7Hw6MsUpb	0.102	no
25	0.394	https://api.spotify.com/v1/audio-analysis/183egccUAzP1fEFSy2TSZQ	0.626	221373	0.499	183egccUAzP1fEFSy2TSZQ	0.0	1	0.0602	-11.007	1	0.0343	120.305	4	https://api.spotify.com/v1/tracks/183egccUAzP1fEFSy2TSZQ	audio_features	spotify:track:183egccUAzP1fEFSy2TSZQ	0.322	no
26	0.319	https://api.spotify.com/v1/audio-analysis/3JdPkogVl5v0VKErt8ypSM	0.734	168720	0.515	3JdPkogVl5v0VKErt8ypSM	1.42e-05	7	0.268	-9.143	1	0.0368	163.015	4	https://api.spotify.com/v1/tracks/3JdPkogVl5v0VKErt8ypSM	audio_features	spotify:track:3JdPkogVl5v0VKErt8ypSM	0.949	no
27	0.704	https://api.spotify.com/v1/audio-analysis/4y0WpCQRpLusnadYW1dDhr	0.669	162147	0.472	4y0WpCQRpLusnadYW1dDhr	0.0	0	0.243	-6.543	0	0.035	169.807	4	https://api.spotify.com/v1/tracks/4y0WpCQRpLusnadYW1dDhr	audio_features	spotify:track:4y0WpCQRpLusnadYW1dDhr	0.87	no
28	0.814	https://api.spotify.com/v1/audio-analysis/7LkVeiL37I1Z8IEtDFudY2	0.407	180973	0.388	7LkVeiL37I1Z8IEtDFudY2	0.0	7	0.159	-7.793	0	0.0279	69.427	3	https://api.spotify.com/v1/tracks/7LkVeiL37I1Z8IEtDFudY2	audio_features	spotify:track:7LkVeiL37I1Z8IEtDFudY2	0.133	no
29	0.24	https://api.spotify.com/v1/audio-analysis/2J1a2OI6Mhd12zhSfYSmxU	0.698	242360	0.709	2J1a2OI6Mhd12zhSfYSmxU	0.0	7	0.235	-6.489	1	0.027	115.45	4	https://api.spotify.com/v1/tracks/2J1a2OI6Mhd12zhSfYSmxU	audio_features	spotify:track:2J1a2OI6Mhd12zhSfYSmxU	0.561	no
30	0.48	https://api.spotify.com/v1/audio-analysis/64ArvdniI0ku7QdYORA7Td	0.297	193240	0.17	64ArvdniI0ku7QdYORA7Td	2.62e-05	1	0.0732	-16.76	1	0.0331	202.038	3	https://api.spotify.com/v1/tracks/64ArvdniI0ku7QdYORA7Td	audio_features	spotify:track:64ArvdniI0ku7QdYORA7Td	0.158	no
31	0.715	https://api.spotify.com/v1/audio-analysis/39I5p7EL6MLB2t3ptv6367	0.432	214173	0.545	39I5p7EL6MLB2t3ptv6367	0.0	8	0.275	-7.549	1	0.0441	138.662	3	https://api.spotify.com/v1/tracks/39I5p7EL6MLB2t3ptv6367	audio_features	spotify:track:39I5p7EL6MLB2t3ptv6367	0.367	no
32	0.334	https://api.spotify.com/v1/audio-analysis/2buJYoNul79g8m6WfTmul7	0.701	138227	0.693	2buJYoNul79g8m6WfTmul7	3.61e-06	10	0.0621	-7.69	1	0.0311	160.188	4	https://api.spotify.com/v1/tracks/2buJYoNul79g8m6WfTmul7	audio_features	spotify:track:2buJYoNul79g8m6WfTmul7	0.963	no
33	0.684	https://api.spotify.com/v1/audio-analysis/3idyQ4U3SSSdRHa1S6GpGg	0.666	170520	0.423	3idyQ4U3SSSdRHa1S6GpGg	0.0	4	0.109	-8.617	1	0.048	161.064	4	https://api.spotify.com/v1/tracks/3idyQ4U3SSSdRHa1S6GpGg	audio_features	spotify:track:3idyQ4U3SSSdRHa1S6GpGg	0.788	no
34	0.182	https://api.spotify.com/v1/audio-analysis/27hna4BQLPBoLRAs19te8Z	0.513	189640	0.53	27hna4BQLPBoLRAs19te8Z	0.0	6	0.307	-7.884	0	0.0253	78.949	4	https://api.spotify.com/v1/tracks/27hna4BQLPBoLRAs19te8Z	audio_features	spotify:track:27hna4BQLPBoLRAs19te8Z	0.275	no
35	0.905	https://api.spotify.com/v1/audio-analysis/7K3i0GUuw4tdIy2BtXVqtW	0.272	207760	0.158	7K3i0GUuw4tdIy2BtXVqtW	0.0	4	0.298	-9.24	0	0.0339	169.908	5	https://api.spotify.com/v1/tracks/7K3i0GUuw4tdIy2BtXVqtW	audio_features	spotify:track:7K3i0GUuw4tdIy2BtXVqtW	0.0995	no
36	0.262	https://api.spotify.com/v1/audio-analysis/0umEB1utqZ3fBNEE0y5DD9	0.618	207613	0.5	0umEB1utqZ3fBNEE0y5DD9	0.0	7	0.0912	-8.47	1	0.0393	109.664	4	https://api.spotify.com/v1/tracks/0umEB1utqZ3fBNEE0y5DD9	audio_features	spotify:track:0umEB1utqZ3fBNEE0y5DD9	0.741	no
37	0.87	https://api.spotify.com/v1/audio-analysis/7yXHGZrmG0BMsnbPgHRtbi	0.26	192333	0.197	7yXHGZrmG0BMsnbPgHRtbi	1.15e-05	1	0.132	-15.71	1	0.0372	78.189	4	https://api.spotify.com/v1/tracks/7yXHGZrmG0BMsnbPgHRtbi	audio_features	spotify:track:7yXHGZrmG0BMsnbPgHRtbi	0.186	no
38	0.0945	https://api.spotify.com/v1/audio-analysis/5RS5bZyibXXrYZQX5IO4cu	0.603	211093	0.546	5RS5bZyibXXrYZQX5IO4cu	0.0	2	0.15	-7.426	1	0.0326	123.934	4	https://api.spotify.com/v1/tracks/5RS5bZyibXXrYZQX5IO4cu	audio_features	spotify:track:5RS5bZyibXXrYZQX5IO4cu	0.414	no
39	0.775	https://api.spotify.com/v1/audio-analysis/6Zh1VPBthOUbm5pyd5ObQU	0.572	274547	0.405	6Zh1VPBthOUbm5pyd5ObQU	0.00037	4	0.196	-9.684	1	0.0318	120.024	4	https://api.spotify.com/v1/tracks/6Zh1VPBthOUbm5pyd5ObQU	audio_features	spotify:track:6Zh1VPBthOUbm5pyd5ObQU	0.244	no
40	0.825	https://api.spotify.com/v1/audio-analysis/4hQk3WFd0jDDGPPig99cl8	0.46	272587	0.149	4hQk3WFd0jDDGPPig99cl8	7.06e-06	6	0.122	-12.572	1	0.0301	105.591	3	https://api.spotify.com/v1/tracks/4hQk3WFd0jDDGPPig99cl8	audio_features	spotify:track:4hQk3WFd0jDDGPPig99cl8	0.175	no
41	0.133	https://api.spotify.com/v1/audio-analysis/0qJYo7i9IzWWm4nkHmnth9	0.646	135413	0.696	0qJYo7i9IzWWm4nkHmnth9	2.16e-05	0	0.307	-6.537	1	0.0303	124.011	4	https://api.spotify.com/v1/tracks/0qJYo7i9IzWWm4nkHmnth9	audio_features	spotify:track:0qJYo7i9IzWWm4nkHmnth9	0.633	no
42	0.712	https://api.spotify.com/v1/audio-analysis/7GHQoEQGQRbrowuiayJ3Mw	0.408	197427	0.43	7GHQoEQGQRbrowuiayJ3Mw	0.0	1	0.107	-6.876	1	0.0264	183.951	3	https://api.spotify.com/v1/tracks/7GHQoEQGQRbrowuiayJ3Mw	audio_features	spotify:track:7GHQoEQGQRbrowuiayJ3Mw	0.26	no
43	0.595	https://api.spotify.com/v1/audio-analysis/4iLe2rIG09BIbLpbNjvZ2R	0.787	171267	0.66	4iLe2rIG09BIbLpbNjvZ2R	3.09e-06	5	0.0492	-9.795	1	0.0314	90.939	4	https://api.spotify.com/v1/tracks/4iLe2rIG09BIbLpbNjvZ2R	audio_features	spotify:track:4iLe2rIG09BIbLpbNjvZ2R	0.938	no
44	0.679	https://api.spotify.com/v1/audio-analysis/2kO5Egy17uFWI9hBP6B37K	0.422	230286	0.357	2kO5Egy17uFWI9hBP6B37K	2.49e-05	2	0.129	-9.647	0	0.0351	79.801	3	https://api.spotify.com/v1/tracks/2kO5Egy17uFWI9hBP6B37K	audio_features	spotify:track:2kO5Egy17uFWI9hBP6B37K	0.41	no
45	0.00182	https://api.spotify.com/v1/audio-analysis/2Z7ZQms1q54eTX0GTb8KEy	0.477	200156	0.918	2Z7ZQms1q54eTX0GTb8KEy	0.442	11	0.341	-6.435	0	0.102	128.044	4	https://api.spotify.com/v1/tracks/2Z7ZQms1q54eTX0GTb8KEy	audio_features	spotify:track:2Z7ZQms1q54eTX0GTb8KEy	0.296	no
46	0.101	https://api.spotify.com/v1/audio-analysis/52YQPzxd3ImQ2kpD14gMua	0.864	219194	0.738	52YQPzxd3ImQ2kpD14gMua	0.854	8	0.168	-5.068	1	0.12	124.005	4	https://api.spotify.com/v1/tracks/52YQPzxd3ImQ2kpD14gMua	audio_features	spotify:track:52YQPzxd3ImQ2kpD14gMua	0.137	no
47	0.773	https://api.spotify.com/v1/audio-analysis/4dPnw4jTJafl5xlJTc1bLf	0.653	214000	0.48	4dPnw4jTJafl5xlJTc1bLf	0.0109	3	0.117	-8.163	0	0.0392	119.917	1	https://api.spotify.com/v1/tracks/4dPnw4jTJafl5xlJTc1bLf	audio_features	spotify:track:4dPnw4jTJafl5xlJTc1bLf	0.198	no
48	0.116	https://api.spotify.com/v1/audio-analysis/1rYi4qAK6V09s8CT7npC57	0.811	178713	0.751	1rYi4qAK6V09s8CT7npC57	0.000765	10	0.0803	-4.587	0	0.0764	104.993	4	https://api.spotify.com/v1/tracks/1rYi4qAK6V09s8CT7npC57	audio_features	spotify:track:1rYi4qAK6V09s8CT7npC57	0.612	no
49	0.00102	https://api.spotify.com/v1/audio-analysis/7u2IGhNtZLqnMuak2LKUvv	0.596	269558	0.915	7u2IGhNtZLqnMuak2LKUvv	0.00108	8	0.283	-3.652	0	0.13	130.01	4	https://api.spotify.com/v1/tracks/7u2IGhNtZLqnMuak2LKUvv	audio_features	spotify:track:7u2IGhNtZLqnMuak2LKUvv	0.231	no
50	0.0231	https://api.spotify.com/v1/audio-analysis/4m9170ihqeyaXBjPJESTEX	0.426	231731	0.927	4m9170ihqeyaXBjPJESTEX	0.547	6	0.204	-3.224	1	0.0413	174.023	4	https://api.spotify.com/v1/tracks/4m9170ihqeyaXBjPJESTEX	audio_features	spotify:track:4m9170ihqeyaXBjPJESTEX	0.267	no
51	0.172	https://api.spotify.com/v1/audio-analysis/38xh0iuhkYiymc1cm3HhD1	0.748	206066	0.704	38xh0iuhkYiymc1cm3HhD1	0.000298	0	0.369	-6.718	0	0.0951	122.039	4	https://api.spotify.com/v1/tracks/38xh0iuhkYiymc1cm3HhD1	audio_features	spotify:track:38xh0iuhkYiymc1cm3HhD1	0.466	no
52	0.106	https://api.spotify.com/v1/audio-analysis/3xfrx1zFzMz4PkpxtlE3cU	0.492	166588	0.711	3xfrx1zFzMz4PkpxtlE3cU	0.0	4	0.121	-4.578	1	0.344	83.605	4	https://api.spotify.com/v1/tracks/3xfrx1zFzMz4PkpxtlE3cU	audio_features	spotify:track:3xfrx1zFzMz4PkpxtlE3cU	0.486	no
53	0.027	https://api.spotify.com/v1/audio-analysis/0HiGGdspUxwpWYFhbMKRdP	0.513	180469	0.614	0HiGGdspUxwpWYFhbMKRdP	3.48e-06	5	0.0745	-11.07	0	0.0622	128.018	4	https://api.spotify.com/v1/tracks/0HiGGdspUxwpWYFhbMKRdP	audio_features	spotify:track:0HiGGdspUxwpWYFhbMKRdP	0.286	no
54	0.0534	https://api.spotify.com/v1/audio-analysis/0vfMJwQYDlpvtkOL8MU2dx	0.525	290000	0.731	0vfMJwQYDlpvtkOL8MU2dx	0.817	0	0.301	-8.743	1	0.0322	135.008	4	https://api.spotify.com/v1/tracks/0vfMJwQYDlpvtkOL8MU2dx	audio_features	spotify:track:0vfMJwQYDlpvtkOL8MU2dx	0.0385	no
55	0.0174	https://api.spotify.com/v1/audio-analysis/4LBpkFdpRZUxXNHqUxkkFS	0.485	309429	0.739	4LBpkFdpRZUxXNHqUxkkFS	0.08	0	0.0674	-4.693	1	0.0352	140.044	1	https://api.spotify.com/v1/tracks/4LBpkFdpRZUxXNHqUxkkFS	audio_features	spotify:track:4LBpkFdpRZUxXNHqUxkkFS	0.0293	no
56	0.0474	https://api.spotify.com/v1/audio-analysis/6awRSUAy12aMn9C8Ll2uCr	0.65	181476	0.938	6awRSUAy12aMn9C8Ll2uCr	0.0104	1	0.365	-2.93	1	0.0635	124.958	4	https://api.spotify.com/v1/tracks/6awRSUAy12aMn9C8Ll2uCr	audio_features	spotify:track:6awRSUAy12aMn9C8Ll2uCr	0.365	no
57	0.0178	https://api.spotify.com/v1/audio-analysis/1wv65oTk6ezLpMYLaVeSeT	0.449	207143	0.688	1wv65oTk6ezLpMYLaVeSeT	0.0	11	0.151	-4.793	0	0.0622	83.321	4	https://api.spotify.com/v1/tracks/1wv65oTk6ezLpMYLaVeSeT	audio_features	spotify:track:1wv65oTk6ezLpMYLaVeSeT	0.269	no
58	0.00136	https://api.spotify.com/v1/audio-analysis/1a820oYJvlttsFqdbWEA9y	0.593	172800	0.952	1a820oYJvlttsFqdbWEA9y	0.0204	11	0.144	-2.853	1	0.0585	150.02	4	https://api.spotify.com/v1/tracks/1a820oYJvlttsFqdbWEA9y	audio_features	spotify:track:1a820oYJvlttsFqdbWEA9y	0.0973	no
59	0.0696	https://api.spotify.com/v1/audio-analysis/0HlXEcOZQAzMHyFVFfYBDI	0.517	256090	0.641	0HlXEcOZQAzMHyFVFfYBDI	0.649	2	0.116	-7.905	1	0.0382	89.962	4	https://api.spotify.com/v1/tracks/0HlXEcOZQAzMHyFVFfYBDI	audio_features	spotify:track:0HlXEcOZQAzMHyFVFfYBDI	0.14	no
60	0.0425	https://api.spotify.com/v1/audio-analysis/3faIIY6RvX4uHRlw9dc0jU	0.649	184240	0.864	3faIIY6RvX4uHRlw9dc0jU	1.07e-06	11	0.385	-4.916	0	0.0403	125.957	4	https://api.spotify.com/v1/tracks/3faIIY6RvX4uHRlw9dc0jU	audio_features	spotify:track:3faIIY6RvX4uHRlw9dc0jU	0.566	no
61	0.256	https://api.spotify.com/v1/audio-analysis/4sG6J4S2FCuMr3oooYAwFS	0.721	202695	0.583	4sG6J4S2FCuMr3oooYAwFS	0.00533	5	0.11	-7.631	0	0.111	106.078	4	https://api.spotify.com/v1/tracks/4sG6J4S2FCuMr3oooYAwFS	audio_features	spotify:track:4sG6J4S2FCuMr3oooYAwFS	0.331	no
62	0.382	https://api.spotify.com/v1/audio-analysis/767yzkMS8NGd5g1xpnad6b	0.66	169263	0.881	767yzkMS8NGd5g1xpnad6b	0.0	0	0.327	-2.157	0	0.0401	95.066	4	https://api.spotify.com/v1/tracks/767yzkMS8NGd5g1xpnad6b	audio_features	spotify:track:767yzkMS8NGd5g1xpnad6b	0.621	no
63	0.168	https://api.spotify.com/v1/audio-analysis/0xZNXAlGkRrBm9yi4xJHGi	0.435	205532	0.843	0xZNXAlGkRrBm9yi4xJHGi	0.0	1	0.217	-3.625	0	0.0541	93.922	4	https://api.spotify.com/v1/tracks/0xZNXAlGkRrBm9yi4xJHGi	audio_features	spotify:track:0xZNXAlGkRrBm9yi4xJHGi	0.434	no
64	0.00121	https://api.spotify.com/v1/audio-analysis/6LMf1xLPhVaVDFclfncK4V	0.608	165938	0.953	6LMf1xLPhVaVDFclfncK4V	0.82	1	0.326	-3.289	1	0.0388	127.997	4	https://api.spotify.com/v1/tracks/6LMf1xLPhVaVDFclfncK4V	audio_features	spotify:track:6LMf1xLPhVaVDFclfncK4V	0.328	no
65	0.0342	https://api.spotify.com/v1/audio-analysis/5qvQDZPXM274sv1CzWZy3W	0.65	179648	0.846	5qvQDZPXM274sv1CzWZy3W	3.66e-05	2	0.0643	-5.542	0	0.11	98.935	4	https://api.spotify.com/v1/tracks/5qvQDZPXM274sv1CzWZy3W	audio_features	spotify:track:5qvQDZPXM274sv1CzWZy3W	0.452	no
66	0.000454	https://api.spotify.com/v1/audio-analysis/0Awf01xmRWciR2wTpAqu37	0.856	189677	0.67	0Awf01xmRWciR2wTpAqu37	0.642	11	0.156	-7.234	1	0.0891	123.986	4	https://api.spotify.com/v1/tracks/0Awf01xmRWciR2wTpAqu37	audio_features	spotify:track:0Awf01xmRWciR2wTpAqu37	0.516	no
67	0.0275	https://api.spotify.com/v1/audio-analysis/5hIH5muxZFWnLAOCuySFBa	0.425	187200	0.691	5hIH5muxZFWnLAOCuySFBa	0.0	11	0.125	-6.77	1	0.201	200.017	4	https://api.spotify.com/v1/tracks/5hIH5muxZFWnLAOCuySFBa	audio_features	spotify:track:5hIH5muxZFWnLAOCuySFBa	0.462	no
68	0.00394	https://api.spotify.com/v1/audio-analysis/5Y6cDg2MiLzrm449oWjhTU	0.803	238088	0.696	5Y6cDg2MiLzrm449oWjhTU	0.895	11	0.101	-6.34	1	0.0655	124.023	4	https://api.spotify.com/v1/tracks/5Y6cDg2MiLzrm449oWjhTU	audio_features	spotify:track:5Y6cDg2MiLzrm449oWjhTU	0.502	no
69	0.622	https://api.spotify.com/v1/audio-analysis/1zR3LLyKJ7ITQJ7OKL185e	0.695	196701	0.453	1zR3LLyKJ7ITQJ7OKL185e	0.0	8	0.372	-9.577	1	0.16	97.046	4	https://api.spotify.com/v1/tracks/1zR3LLyKJ7ITQJ7OKL185e	audio_features	spotify:track:1zR3LLyKJ7ITQJ7OKL185e	0.62	no
70	0.00349	https://api.spotify.com/v1/audio-analysis/4WuAlmabsA67cbF7zeVvIX	0.79	178560	0.793	4WuAlmabsA67cbF7zeVvIX	0.0227	1	0.33	-5.299	1	0.135	125.031	4	https://api.spotify.com/v1/tracks/4WuAlmabsA67cbF7zeVvIX	audio_features	spotify:track:4WuAlmabsA67cbF7zeVvIX	0.541	no
71	0.173	https://api.spotify.com/v1/audio-analysis/5krLpXFzSwYv0QQDrzACX5	0.722	188205	0.818	5krLpXFzSwYv0QQDrzACX5	0.000122	11	0.103	-5.525	1	0.0469	125.017	4	https://api.spotify.com/v1/tracks/5krLpXFzSwYv0QQDrzACX5	audio_features	spotify:track:5krLpXFzSwYv0QQDrzACX5	0.412	no
72	0.1	https://api.spotify.com/v1/audio-analysis/6VfeR9p7T2Z8bUjRRHznAJ	0.638	207360	0.679	6VfeR9p7T2Z8bUjRRHznAJ	0.0633	1	0.228	-4.561	0	0.0593	125.018	4	https://api.spotify.com/v1/tracks/6VfeR9p7T2Z8bUjRRHznAJ	audio_features	spotify:track:6VfeR9p7T2Z8bUjRRHznAJ	0.625	no
73	0.000849	https://api.spotify.com/v1/audio-analysis/5q0W4Cii5TOBp7kw3o60aM	0.467	222759	0.896	5q0W4Cii5TOBp7kw3o60aM	2.82e-05	7	0.0646	-2.408	1	0.0607	173.944	4	https://api.spotify.com/v1/tracks/5q0W4Cii5TOBp7kw3o60aM	audio_features	spotify:track:5q0W4Cii5TOBp7kw3o60aM	0.23	no
74	0.0278	https://api.spotify.com/v1/audio-analysis/4CeO2k70uwWNdYWNIk1paV	0.587	192147	0.862	4CeO2k70uwWNdYWNIk1paV	7.01e-06	2	0.0609	-3.791	1	0.0639	122.546	4	https://api.spotify.com/v1/tracks/4CeO2k70uwWNdYWNIk1paV	audio_features	spotify:track:4CeO2k70uwWNdYWNIk1paV	0.669	no
75	0.00137	https://api.spotify.com/v1/audio-analysis/0rk0dkpUkduajDfbuRTaEc	0.311	266365	0.857	0rk0dkpUkduajDfbuRTaEc	0.805	11	0.307	-8.332	0	0.0396	119.96	4	https://api.spotify.com/v1/tracks/0rk0dkpUkduajDfbuRTaEc	audio_features	spotify:track:0rk0dkpUkduajDfbuRTaEc	0.358	no
76	0.0426	https://api.spotify.com/v1/audio-analysis/35lk4UVYcm1x4MGsqVaULl	0.454	165000	0.881	35lk4UVYcm1x4MGsqVaULl	4.91e-06	7	0.424	-3.112	0	0.0608	127.748	4	https://api.spotify.com/v1/tracks/35lk4UVYcm1x4MGsqVaULl	audio_features	spotify:track:35lk4UVYcm1x4MGsqVaULl	0.225	no
77	0.118	https://api.spotify.com/v1/audio-analysis/47urvD8EUs1T10kk7LHKk2	0.664	244726	0.843	47urvD8EUs1T10kk7LHKk2	0.846	6	0.152	-5.716	0	0.0427	121.984	4	https://api.spotify.com/v1/tracks/47urvD8EUs1T10kk7LHKk2	audio_features	spotify:track:47urvD8EUs1T10kk7LHKk2	0.278	no
78	0.571	https://api.spotify.com/v1/audio-analysis/7wKzj1b8YKPuZELfVDz708	0.802	219933	0.371	7wKzj1b8YKPuZELfVDz708	3.82e-06	6	0.108	-9.087	0	0.131	113.951	4	https://api.spotify.com/v1/tracks/7wKzj1b8YKPuZELfVDz708	audio_features	spotify:track:7wKzj1b8YKPuZELfVDz708	0.263	no
79	0.0418	https://api.spotify.com/v1/audio-analysis/1239jtGHaLn6kaVXPLvZsK	0.65	165000	0.976	1239jtGHaLn6kaVXPLvZsK	0.00396	1	0.188	-2.444	0	0.0439	127.982	4	https://api.spotify.com/v1/tracks/1239jtGHaLn6kaVXPLvZsK	audio_features	spotify:track:1239jtGHaLn6kaVXPLvZsK	0.732	no
80	0.0398	https://api.spotify.com/v1/audio-analysis/6oNZ0WxqptE7V0qpjtyJ4a	0.294	232937	0.697	6oNZ0WxqptE7V0qpjtyJ4a	0.00011	6	0.136	-6.029	1	0.128	160.566	4	https://api.spotify.com/v1/tracks/6oNZ0WxqptE7V0qpjtyJ4a	audio_features	spotify:track:6oNZ0WxqptE7V0qpjtyJ4a	0.183	no
81	0.158	https://api.spotify.com/v1/audio-analysis/1TOKaiIbpxknH9qvEv8F00	0.325	315724	0.578	1TOKaiIbpxknH9qvEv8F00	0.00479	2	0.575	-6.786	1	0.0455	144.745	4	https://api.spotify.com/v1/tracks/1TOKaiIbpxknH9qvEv8F00	audio_features	spotify:track:1TOKaiIbpxknH9qvEv8F00	0.103	no
